date,product,category,price,current_stock,sold,revenue,weather,festival,location,restock_added
2025-12-17,Shirt,Formal,1470,32,6,8820,Humid,None,Sylhet,0
2025-02-02,Panjabi,Ethnic,1918,28,6,11508,Cold,None,Sylhet,0
2025-08-02,T-Shirt,Casual,900,42,6,5400,Rainy,None,Chattogram,0
2025-06-26,Shirt,Formal,1531,25,7,10717,Cold,None,Dhaka,0
2025-02-03,Jeans,Denim,2612,10,1,2612,Cold,None,Chattogram,0
2025-02-24,Panjabi,Ethnic,1966,21,7,13762,Humid,None,Chattogram,0
2025-04-14,Shirt,Formal,1479,25,0,0,Sunny,Eid,Dhaka,0
2025-11-08,T-Shirt,Casual,855,37,5,4275,Humid,None,Chattogram,0
2025-07-31,T-Shirt,Casual,926,36,1,926,Humid,None,Sylhet,0
2025-06-02,T-Shirt,Casual,778,27,9,7002,Humid,None,Dhaka,0
2025-07-20,Shirt,Formal,1307,20,5,6535,Sunny,None,Chattogram,0
2025-12-27,T-Shirt,Casual,872,22,5,4360,Rainy,None,Sylhet,0
2025-09-26,Panjabi,Ethnic,1687,48,13,21931,Humid,None,Chattogram,40
2025-01-10,Hoodie,Winter,2143,15,10,21430,Rainy,None,Sylhet,0
2025-06-20,Saree,Traditional,3319,45,6,19914,Cold,None,Dhaka,0
2025-04-24,Saree,Traditional,3385,32,13,44005,Humid,Eid,Sylhet,0
2025-05-06,Shirt,Formal,1538,20,0,0,Rainy,None,Dhaka,0
2025-11-24,T-Shirt,Casual,648,16,6,3888,Cold,None,Sylhet,0
2025-03-16,Jeans,Denim,2528,10,0,0,Humid,None,Sylhet,0
2025-02-13,Panjabi,Ethnic,1973,43,5,9865,Cold,None,Dhaka,0
2025-06-10,Hoodie,Winter,2280,15,0,0,Humid,None,Sylhet,0
2025-08-15,Shirt,Formal,1622,20,0,0,Cold,None,Sylhet,0
2025-08-08,Panjabi,Ethnic,1940,43,0,0,Humid,None,Sylhet,0
2025-11-24,Panjabi,Ethnic,2010,37,6,12060,Humid,None,Chattogram,0
2025-07-12,Saree,Traditional,3114,21,11,34254,Rainy,None,Chattogram,0
2025-06-04,T-Shirt,Casual,827,12,4,3308,Humid,None,Chattogram,0
2025-08-02,Panjabi,Ethnic,1654,36,1,1654,Rainy,None,Chattogram,0
2025-02-09,Panjabi,Ethnic,1670,33,3,5010,Sunny,None,Dhaka,0
2025-03-18,Hoodie,Winter,2139,14,1,2139,Rainy,Ramadan,Dhaka,0
2025-07-26,Hoodie,Winter,2379,37,5,11895,Sunny,None,Sylhet,28
2025-06-02,Panjabi,Ethnic,1735,26,7,12145,Rainy,None,Sylhet,0
2025-02-24,Saree,Traditional,3355,10,11,36905,Sunny,None,Sylhet,0
2025-07-12,Shirt,Formal,1376,14,6,8256,Sunny,None,Dhaka,0
2025-02-16,Hoodie,Winter,2312,28,9,20808,Sunny,None,Sylhet,0
2025-01-15,Saree,Traditional,3434,24,10,34340,Cold,None,Dhaka,24
2025-05-13,T-Shirt,Casual,904,28,9,8136,Cold,Eid,Chattogram,25
2025-08-19,Jeans,Denim,2367,10,0,0,Sunny,None,Chattogram,0
2025-10-07,Saree,Traditional,3419,22,2,6838,Humid,None,Sylhet,0
2025-02-23,Saree,Traditional,3067,16,6,18402,Humid,None,Dhaka,0
2025-12-17,Hoodie,Winter,2352,28,0,0,Rainy,None,Dhaka,0
2025-12-08,Panjabi,Ethnic,2008,23,3,6024,Humid,None,Dhaka,0
2025-03-06,Hoodie,Winter,2355,23,5,11775,Rainy,None,Dhaka,0
2025-04-23,T-Shirt,Casual,840,24,4,3360,Rainy,None,Dhaka,0
2025-08-12,Saree,Traditional,3175,14,2,6350,Rainy,None,Chattogram,0
2025-11-08,Shirt,Formal,1409,41,5,7045,Sunny,None,Dhaka,32
2025-05-03,Hoodie,Winter,2193,23,0,0,Sunny,Eid,Chattogram,0
2025-07-25,Jeans,Denim,2591,10,0,0,Rainy,None,Dhaka,0
2025-02-25,Hoodie,Winter,2104,22,1,2104,Rainy,None,Dhaka,0
2025-10-09,Panjabi,Ethnic,2029,14,9,18261,Rainy,None,Chattogram,0
2025-03-12,Hoodie,Winter,2114,22,0,0,Cold,None,Chattogram,0
2025-01-15,Shirt,Formal,1641,41,0,0,Cold,None,Dhaka,0
2025-10-10,Hoodie,Winter,2416,22,0,0,Rainy,None,Dhaka,0
2025-01-18,Jeans,Denim,2362,10,0,0,Rainy,None,Dhaka,0
2025-04-01,Shirt,Formal,1594,39,2,3188,Sunny,Pohela Boishakh,Dhaka,0
2025-07-07,Saree,Traditional,3355,13,1,3355,Sunny,None,Sylhet,0
2025-06-24,Shirt,Formal,1639,35,4,6556,Rainy,None,Sylhet,0
2025-07-27,Jeans,Denim,2440,10,0,0,Humid,None,Sylhet,0
2025-04-04,T-Shirt,Casual,883,16,8,7064,Cold,Eid,Dhaka,0
2025-03-20,Panjabi,Ethnic,2044,11,3,6132,Sunny,None,Sylhet,0
2025-03-12,Panjabi,Ethnic,1801,31,8,14408,Sunny,None,Dhaka,28
2025-12-04,T-Shirt,Casual,560,37,8,4480,Humid,None,Chattogram,29
2025-12-24,Hoodie,Winter,2338,22,0,0,Cold,None,Dhaka,0
2025-11-23,Panjabi,Ethnic,1838,30,1,1838,Sunny,None,Chattogram,0
2025-09-10,Panjabi,Ethnic,1744,24,6,10464,Humid,None,Sylhet,0
2025-02-05,Jeans,Denim,2530,32,1,2530,Humid,None,Sylhet,23
2025-07-10,Saree,Traditional,3169,49,9,28521,Humid,None,Sylhet,45
2025-09-21,Hoodie,Winter,2140,21,1,2140,Cold,None,Chattogram,0
2025-02-10,Panjabi,Ethnic,1950,19,5,9750,Humid,None,Chattogram,0
2025-07-17,Jeans,Denim,2327,30,2,4654,Sunny,None,Chattogram,0
2025-05-12,Jeans,Denim,2275,27,3,6825,Humid,Eid,Sylhet,0
2025-06-30,T-Shirt,Casual,870,33,4,3480,Rainy,None,Chattogram,0
2025-03-12,Panjabi,Ethnic,1922,13,6,11532,Cold,Ramadan,Sylhet,0
2025-02-15,Hoodie,Winter,2195,21,0,0,Cold,None,Chattogram,0
2025-03-12,Panjabi,Ethnic,1869,12,1,1869,Sunny,Ramadan,Chattogram,0
2025-06-06,Shirt,Formal,1363,35,0,0,Humid,None,Chattogram,0
2025-06-06,Panjabi,Ethnic,1751,10,2,3502,Cold,None,Chattogram,0
2025-08-17,Shirt,Formal,1477,30,5,7385,Sunny,None,Sylhet,0
2025-01-05,Panjabi,Ethnic,1835,47,6,11010,Humid,None,Chattogram,43
2025-11-07,T-Shirt,Casual,741,25,8,5928,Cold,None,Sylhet,0
2025-06-05,Jeans,Denim,2642,27,0,0,Rainy,None,Chattogram,0
2025-07-27,T-Shirt,Casual,709,17,8,5672,Humid,None,Chattogram,0
2025-06-01,Saree,Traditional,3424,49,0,0,Rainy,None,Dhaka,0
2025-01-31,T-Shirt,Casual,875,46,10,8750,Cold,None,Sylhet,39
2025-10-14,Jeans,Denim,2511,27,0,0,Cold,None,Chattogram,0
2025-12-05,Shirt,Formal,1483,22,8,11864,Cold,None,Chattogram,0
2025-10-02,Hoodie,Winter,2399,18,3,7197,Humid,None,Dhaka,0
2025-11-12,Shirt,Formal,1431,20,2,2862,Humid,None,Dhaka,0
2025-05-11,T-Shirt,Casual,628,45,1,628,Humid,Eid,Sylhet,0
2025-11-07,T-Shirt,Casual,741,35,10,7410,Cold,None,Dhaka,0
2025-05-02,Shirt,Formal,1648,18,2,3296,Sunny,None,Sylhet,0
2025-12-15,T-Shirt,Casual,778,34,1,778,Humid,None,Sylhet,0
2025-03-09,Hoodie,Winter,2134,18,0,0,Rainy,Ramadan,Dhaka,0
2025-10-24,Saree,Traditional,3138,43,6,18828,Rainy,None,Dhaka,0
2025-10-16,T-Shirt,Casual,930,28,6,5580,Sunny,None,Sylhet,0
2025-03-18,Shirt,Formal,1294,12,6,7764,Cold,Ramadan,Sylhet,0
2025-01-11,Panjabi,Ethnic,1974,45,2,3948,Humid,None,Dhaka,0
2025-07-27,Panjabi,Ethnic,1720,41,4,6880,Humid,None,Sylhet,0
2025-01-24,Panjabi,Ethnic,1673,39,2,3346,Cold,None,Sylhet,0
2025-04-17,Panjabi,Ethnic,1708,39,0,0,Sunny,None,Dhaka,0
2025-03-18,Saree,Traditional,3052,37,6,18312,Sunny,Ramadan,Chattogram,0
2025-01-26,Jeans,Denim,2503,27,0,0,Cold,None,Dhaka,0
2025-08-11,Shirt,Formal,1336,58,4,5344,Rainy,None,Sylhet,50
2025-04-09,Jeans,Denim,2367,26,1,2367,Rainy,Pohela Boishakh,Chattogram,0
2025-03-09,T-Shirt,Casual,552,21,7,3864,Sunny,None,Sylhet,0
2025-06-07,Hoodie,Winter,2234,15,3,6702,Rainy,None,Sylhet,0
2025-02-07,Jeans,Denim,2425,26,0,0,Rainy,None,Chattogram,0
2025-10-31,Shirt,Formal,1642,54,4,6568,Humid,None,Chattogram,0
2025-05-13,Jeans,Denim,2579,24,2,5158,Cold,None,Sylhet,0
2025-05-13,T-Shirt,Casual,824,16,5,4120,Humid,Eid,Chattogram,0
2025-06-07,T-Shirt,Casual,597,10,6,3582,Humid,None,Dhaka,0
2025-05-01,Hoodie,Winter,2117,13,2,4234,Humid,Eid,Sylhet,0
2025-12-08,Saree,Traditional,3058,28,9,27522,Cold,None,Dhaka,0
2025-09-07,Shirt,Formal,1324,53,1,1324,Humid,None,Dhaka,0
2025-05-12,T-Shirt,Casual,774,10,0,0,Rainy,None,Sylhet,0
2025-01-13,Panjabi,Ethnic,1902,36,3,5706,Rainy,None,Chattogram,0
2025-09-15,Panjabi,Ethnic,1689,27,9,15201,Sunny,None,Sylhet,0
2025-05-27,Hoodie,Winter,2153,10,3,6459,Sunny,Eid,Sylhet,0
2025-08-03,Panjabi,Ethnic,1757,27,0,0,Humid,None,Chattogram,0
2025-11-26,Shirt,Formal,1529,48,5,7645,Sunny,None,Dhaka,0
2025-04-15,Saree,Traditional,3233,22,6,19398,Rainy,Pohela Boishakh,Sylhet,0
2025-12-21,Panjabi,Ethnic,1912,18,9,17208,Sunny,None,Chattogram,0
2025-06-06,Shirt,Formal,1516,42,6,9096,Cold,None,Sylhet,0
2025-06-11,Saree,Traditional,3121,13,9,28089,Cold,None,Sylhet,0
2025-04-15,Panjabi,Ethnic,1991,55,9,17919,Cold,None,Chattogram,46
2025-05-19,Hoodie,Winter,2175,46,1,2175,Rainy,Eid,Chattogram,37
2025-08-16,Shirt,Formal,1436,42,0,0,Rainy,None,Sylhet,0
2025-02-23,Shirt,Formal,1349,37,5,6745,Humid,None,Chattogram,0
2025-04-19,Shirt,Formal,1382,37,0,0,Rainy,None,Dhaka,0
2025-09-11,Saree,Traditional,3166,44,10,31660,Humid,None,Dhaka,41
2025-08-14,Hoodie,Winter,2052,45,1,2052,Cold,None,Sylhet,0
2025-09-15,Jeans,Denim,2597,24,0,0,Sunny,None,Sylhet,0
2025-06-12,Jeans,Denim,2638,24,0,0,Rainy,None,Dhaka,0
2025-03-14,Shirt,Formal,1424,36,1,1424,Cold,Ramadan,Chattogram,0
2025-03-24,Panjabi,Ethnic,1873,45,10,18730,Humid,None,Dhaka,0
2025-07-19,Hoodie,Winter,2181,45,0,0,Humid,None,Chattogram,0
2025-02-18,Jeans,Denim,2443,23,1,2443,Rainy,None,Sylhet,0
2025-09-09,Saree,Traditional,3429,40,4,13716,Cold,None,Sylhet,0
2025-06-24,Shirt,Formal,1497,32,4,5988,Rainy,None,Chattogram,0
2025-11-22,Hoodie,Winter,2385,43,2,4770,Rainy,None,Sylhet,0
2025-02-27,Jeans,Denim,2507,23,0,0,Humid,None,Sylhet,0
2025-03-17,Jeans,Denim,2330,23,0,0,Cold,None,Chattogram,0
2025-11-25,Hoodie,Winter,2435,38,5,12175,Humid,None,Sylhet,0
2025-08-21,Saree,Traditional,3231,32,8,25848,Sunny,None,Dhaka,0
2025-04-09,Panjabi,Ethnic,1770,27,18,31860,Rainy,Eid,Dhaka,0
2025-12-15,Saree,Traditional,3370,23,9,30330,Rainy,None,Dhaka,0
2025-03-05,T-Shirt,Casual,869,46,10,8690,Humid,Ramadan,Chattogram,46
2025-01-21,Panjabi,Ethnic,2001,20,7,14007,Sunny,None,Sylhet,0
2025-12-05,Panjabi,Ethnic,1731,11,9,15579,Sunny,None,Dhaka,0
2025-12-22,Shirt,Formal,1276,32,0,0,Humid,None,Sylhet,0
2025-07-01,Saree,Traditional,3363,11,12,40356,Humid,None,Sylhet,0
2025-10-05,Shirt,Formal,1549,32,0,0,Humid,None,Dhaka,0
2025-07-25,Saree,Traditional,3444,43,4,13776,Cold,None,Dhaka,36
2025-02-03,Shirt,Formal,1393,27,5,6965,Cold,None,Sylhet,0
2025-02-18,Saree,Traditional,3395,40,3,10185,Cold,None,Dhaka,0
2025-03-12,Shirt,Formal,1634,26,1,1634,Humid,None,Sylhet,0
2025-01-25,T-Shirt,Casual,668,43,3,2004,Humid,None,Sylhet,0
2025-11-19,Jeans,Denim,2572,23,0,0,Humid,None,Chattogram,0
2025-09-05,Jeans,Denim,2383,23,0,0,Humid,None,Dhaka,0
2025-05-25,Jeans,Denim,2542,23,0,0,Sunny,None,Chattogram,0
2025-06-25,Saree,Traditional,3358,38,2,6716,Rainy,None,Dhaka,0
2025-03-04,T-Shirt,Casual,935,36,7,6545,Humid,None,Chattogram,0
2025-03-18,Jeans,Denim,2278,23,0,0,Sunny,None,Sylhet,0
2025-03-31,Jeans,Denim,2577,21,2,5154,Sunny,None,Dhaka,0
2025-04-27,T-Shirt,Casual,610,29,7,4270,Sunny,Ramadan,Sylhet,0
2025-06-12,Hoodie,Winter,2396,34,4,9584,Humid,None,Sylhet,0
2025-11-12,Hoodie,Winter,2308,30,4,9232,Sunny,None,Sylhet,0
2025-02-05,Hoodie,Winter,2119,28,2,4238,Sunny,None,Dhaka,0
2025-05-13,Panjabi,Ethnic,1870,48,6,11220,Humid,None,Dhaka,43
2025-02-03,Saree,Traditional,3302,37,1,3302,Rainy,None,Sylhet,0
2025-01-02,Shirt,Formal,1388,20,6,8328,Cold,None,Chattogram,0
2025-09-15,Panjabi,Ethnic,1767,45,3,5301,Cold,None,Chattogram,0
2025-06-18,Hoodie,Winter,2338,26,2,4676,Sunny,None,Sylhet,0
2025-10-08,Jeans,Denim,2484,21,0,0,Humid,None,Chattogram,0
2025-12-11,Saree,Traditional,3060,31,6,18360,Rainy,None,Sylhet,0
2025-06-19,Panjabi,Ethnic,1893,32,13,24609,Humid,None,Chattogram,0
2025-11-27,Panjabi,Ethnic,2028,26,6,12168,Rainy,None,Chattogram,0
2025-11-22,T-Shirt,Casual,566,25,4,2264,Rainy,None,Chattogram,0
2025-02-15,Hoodie,Winter,2188,14,12,26256,Humid,None,Dhaka,0
2025-07-23,Saree,Traditional,3408,31,0,0,Rainy,None,Dhaka,0
2025-12-10,Hoodie,Winter,2086,55,6,12516,Cold,None,Dhaka,47
2025-07-24,T-Shirt,Casual,558,24,1,558,Rainy,None,Dhaka,0
2025-03-21,Jeans,Denim,2478,21,0,0,Sunny,None,Dhaka,0
2025-05-20,Hoodie,Winter,2299,54,1,2299,Rainy,None,Chattogram,0
2025-03-18,Jeans,Denim,2548,21,0,0,Cold,None,Sylhet,0
2025-01-14,Shirt,Formal,1353,19,1,1353,Rainy,None,Chattogram,0
2025-03-10,Shirt,Formal,1326,14,5,6630,Rainy,None,Dhaka,0
2025-03-19,Shirt,Formal,1649,13,1,1649,Rainy,Ramadan,Chattogram,0
2025-02-26,Panjabi,Ethnic,1827,22,4,7308,Sunny,None,Chattogram,0
2025-07-08,Shirt,Formal,1454,51,5,7270,Sunny,None,Dhaka,43
2025-12-20,Panjabi,Ethnic,2050,20,2,4100,Sunny,None,Chattogram,0
2025-02-05,Shirt,Formal,1391,50,1,1391,Rainy,None,Sylhet,0
2025-06-15,Jeans,Denim,2495,21,0,0,Humid,None,Chattogram,0
2025-01-11,Panjabi,Ethnic,1749,10,10,17490,Cold,None,Sylhet,0
2025-05-08,Shirt,Formal,1526,46,4,6104,Humid,None,Sylhet,0
2025-09-01,Saree,Traditional,3327,24,7,23289,Cold,None,Sylhet,0
2025-08-20,Jeans,Denim,2358,21,0,0,Sunny,None,Sylhet,0
2025-05-04,Saree,Traditional,3158,16,8,25264,Sunny,None,Chattogram,0
2025-05-27,Jeans,Denim,2296,21,0,0,Sunny,None,Dhaka,0
2025-03-16,Shirt,Formal,1639,44,2,3278,Sunny,None,Chattogram,0
2025-07-09,Panjabi,Ethnic,1870,44,10,18700,Cold,None,Chattogram,44
2025-06-09,T-Shirt,Casual,580,21,3,1740,Cold,None,Dhaka,0
2025-06-30,T-Shirt,Casual,711,14,7,4977,Sunny,None,Chattogram,0
2025-06-17,Jeans,Denim,2598,21,0,0,Cold,None,Sylhet,0
2025-05-24,Panjabi,Ethnic,1783,27,17,30311,Sunny,Eid,Sylhet,0
2025-06-13,Panjabi,Ethnic,1653,16,11,18183,Sunny,None,Dhaka,0
2025-05-16,T-Shirt,Casual,578,55,5,2890,Sunny,Eid,Chattogram,46
2025-07-07,T-Shirt,Casual,669,48,7,4683,Sunny,None,Sylhet,0
2025-05-26,Panjabi,Ethnic,1717,26,12,20604,Rainy,Eid,Dhaka,22
2025-02-12,Saree,Traditional,3296,15,1,3296,Cold,None,Chattogram,0
2025-05-23,Jeans,Denim,2335,19,2,4670,Cold,None,Dhaka,0
2025-10-07,T-Shirt,Casual,945,44,4,3780,Humid,None,Dhaka,0
2025-09-30,Panjabi,Ethnic,1837,17,9,16533,Sunny,None,Dhaka,0
2025-12-22,Panjabi,Ethnic,1683,28,11,18513,Humid,None,Sylhet,22
2025-12-19,Shirt,Formal,1595,38,6,9570,Humid,None,Dhaka,0
2025-11-18,Shirt,Formal,1548,37,1,1548,Humid,None,Sylhet,0
2025-04-24,Hoodie,Winter,2115,51,3,6345,Humid,Ramadan,Sylhet,0
2025-04-14,T-Shirt,Casual,740,38,6,4440,Humid,Eid,Dhaka,0
2025-01-02,Jeans,Denim,2464,19,0,0,Rainy,None,Dhaka,0
2025-02-14,Shirt,Formal,1357,33,4,5428,Humid,None,Chattogram,0
2025-02-27,Saree,Traditional,3127,13,2,6254,Rainy,None,Chattogram,0
2025-06-23,Shirt,Formal,1562,28,5,7810,Sunny,None,Dhaka,0
2025-03-02,Jeans,Denim,2540,19,0,0,Rainy,Ramadan,Chattogram,0
2025-08-22,Hoodie,Winter,2113,48,3,6339,Cold,None,Dhaka,0
2025-11-01,T-Shirt,Casual,616,33,5,3080,Humid,None,Sylhet,0
2025-11-09,Panjabi,Ethnic,1701,25,3,5103,Sunny,None,Dhaka,0
2025-05-21,Hoodie,Winter,2285,47,1,2285,Humid,Eid,Sylhet,0
2025-06-03,Saree,Traditional,3378,11,2,6756,Humid,None,Dhaka,0
2025-11-25,T-Shirt,Casual,769,26,7,5383,Humid,None,Chattogram,0
2025-10-14,T-Shirt,Casual,648,25,1,648,Sunny,None,Chattogram,0
2025-01-02,Panjabi,Ethnic,1983,21,4,7932,Cold,None,Dhaka,0
2025-11-26,Panjabi,Ethnic,1828,19,2,3656,Sunny,None,Dhaka,0
2025-11-20,Hoodie,Winter,2061,47,0,0,Humid,None,Sylhet,0
2025-10-12,Hoodie,Winter,2345,44,3,7035,Humid,None,Sylhet,0
2025-10-14,T-Shirt,Casual,846,24,1,846,Sunny,None,Sylhet,0
2025-05-17,Saree,Traditional,3437,47,10,34370,Cold,Eid,Chattogram,46
2025-09-22,Shirt,Formal,1581,24,4,6324,Rainy,None,Chattogram,0
2025-05-25,Saree,Traditional,3215,47,0,0,Sunny,Eid,Sylhet,0
2025-02-06,Jeans,Denim,2629,17,2,5258,Humid,None,Chattogram,0
2025-05-19,Shirt,Formal,1544,20,4,6176,Cold,Eid,Chattogram,0
2025-12-10,Shirt,Formal,1640,18,2,3280,Sunny,None,Sylhet,0
2025-11-22,Shirt,Formal,1518,15,3,4554,Cold,None,Dhaka,0
2025-05-08,Panjabi,Ethnic,1671,15,4,6684,Humid,None,Dhaka,0
2025-09-02,Hoodie,Winter,2449,41,3,7347,Humid,None,Sylhet,0
2025-06-20,Saree,Traditional,3196,47,0,0,Humid,None,Sylhet,0
2025-09-05,Saree,Traditional,3148,37,10,31480,Cold,None,Dhaka,0
2025-02-10,Shirt,Formal,1473,11,4,5892,Sunny,None,Dhaka,0
2025-10-21,Panjabi,Ethnic,2041,12,3,6123,Cold,None,Chattogram,0
2025-08-18,Shirt,Formal,1553,50,5,7765,Cold,None,Chattogram,44
2025-06-13,Jeans,Denim,2444,17,0,0,Rainy,None,Sylhet,0
2025-09-20,Shirt,Formal,1272,50,0,0,Cold,None,Dhaka,0
2025-06-17,Panjabi,Ethnic,1831,33,10,18310,Rainy,None,Dhaka,31
2025-07-24,Hoodie,Winter,2142,40,1,2142,Cold,None,Dhaka,0
2025-07-16,Hoodie,Winter,2131,38,2,4262,Cold,None,Sylhet,0
2025-02-23,Panjabi,Ethnic,2023,25,8,16184,Humid,None,Sylhet,0
2025-08-15,Shirt,Formal,1645,43,7,11515,Rainy,None,Chattogram,0
2025-08-04,Hoodie,Winter,2197,38,0,0,Sunny,None,Chattogram,0
2025-05-27,Shirt,Formal,1495,40,3,4485,Sunny,None,Sylhet,0
2025-08-09,Saree,Traditional,3387,31,6,20322,Humid,None,Dhaka,0
2025-11-26,Saree,Traditional,3193,20,11,35123,Cold,None,Sylhet,0
2025-07-16,Hoodie,Winter,2182,36,2,4364,Sunny,None,Sylhet,0
2025-10-22,Hoodie,Winter,2207,35,1,2207,Humid,None,Dhaka,0
2025-01-02,Shirt,Formal,1327,35,5,6635,Sunny,None,Sylhet,0
2025-11-14,Panjabi,Ethnic,1970,23,2,3940,Humid,None,Dhaka,0
2025-01-25,Saree,Traditional,3134,17,3,9402,Rainy,None,Chattogram,0
2025-11-26,Jeans,Denim,2382,17,0,0,Rainy,None,Sylhet,0
2025-02-16,Shirt,Formal,1275,31,4,5100,Cold,None,Chattogram,0
2025-12-07,Jeans,Denim,2441,17,0,0,Rainy,None,Sylhet,0
2025-01-22,Saree,Traditional,3239,12,5,16195,Sunny,None,Sylhet,0
2025-02-07,Jeans,Denim,2252,16,1,2252,Rainy,None,Chattogram,0
2025-05-13,Jeans,Denim,2469,16,0,0,Humid,Eid,Chattogram,0
2025-02-13,Panjabi,Ethnic,2038,41,15,30570,Humid,None,Sylhet,33
2025-04-30,Saree,Traditional,3353,12,0,0,Cold,None,Dhaka,0
2025-05-19,Saree,Traditional,3375,42,3,10125,Cold,None,Dhaka,33
2025-04-24,Saree,Traditional,3180,30,12,38160,Rainy,Eid,Chattogram,0
2025-08-14,Saree,Traditional,3221,29,1,3221,Cold,None,Dhaka,0
2025-09-17,Shirt,Formal,1421,26,5,7105,Humid,None,Dhaka,0
2025-01-12,Panjabi,Ethnic,1881,41,0,0,Rainy,None,Chattogram,0
2025-07-27,Jeans,Denim,2573,16,0,0,Sunny,None,Chattogram,0
2025-09-22,Panjabi,Ethnic,1959,34,7,13713,Sunny,None,Dhaka,0
2025-06-17,Saree,Traditional,3328,27,2,6656,Rainy,None,Sylhet,0
2025-08-04,Shirt,Formal,1483,26,0,0,Rainy,None,Chattogram,0
2025-11-13,Hoodie,Winter,2444,22,13,31772,Sunny,None,Chattogram,0
2025-10-02,Shirt,Formal,1257,21,5,6285,Sunny,None,Dhaka,0
2025-03-04,Hoodie,Winter,2187,18,4,8748,Rainy,Ramadan,Sylhet,0
2025-07-03,Saree,Traditional,3071,21,6,18426,Cold,None,Chattogram,0
2025-04-15,Shirt,Formal,1327,15,6,7962,Rainy,Eid,Sylhet,0
2025-09-07,Shirt,Formal,1634,11,4,6536,Cold,None,Sylhet,0
2025-01-26,Shirt,Formal,1361,35,2,2722,Humid,None,Chattogram,26
2025-01-03,Shirt,Formal,1540,31,4,6160,Cold,None,Sylhet,0
2025-08-24,Hoodie,Winter,2074,16,2,4148,Sunny,None,Chattogram,0
2025-03-05,Jeans,Denim,2586,15,1,2586,Rainy,None,Dhaka,0
2025-08-23,Shirt,Formal,1280,30,1,1280,Rainy,None,Sylhet,0
2025-04-17,Saree,Traditional,3067,19,2,6134,Rainy,Pohela Boishakh,Sylhet,0
2025-12-18,Shirt,Formal,1357,27,3,4071,Humid,None,Dhaka,0
2025-05-16,Shirt,Formal,1362,19,8,10896,Cold,Eid,Sylhet,0
2025-01-03,Shirt,Formal,1273,14,5,6365,Rainy,None,Chattogram,0
2025-12-17,T-Shirt,Casual,647,19,5,3235,Rainy,None,Chattogram,0
2025-09-12,Panjabi,Ethnic,1918,22,12,23016,Humid,None,Sylhet,0
2025-11-02,Hoodie,Winter,2100,42,11,23100,Cold,None,Chattogram,37
2025-04-05,Panjabi,Ethnic,1871,19,3,5613,Cold,Pohela Boishakh,Sylhet,0
2025-01-01,T-Shirt,Casual,635,12,7,4445,Sunny,None,Sylhet,0
2025-03-14,Hoodie,Winter,2191,42,0,0,Humid,None,Sylhet,0
2025-01-27,Panjabi,Ethnic,1950,19,0,0,Humid,None,Chattogram,0
2025-10-23,Jeans,Denim,2618,14,1,2618,Humid,None,Sylhet,0
2025-03-27,Panjabi,Ethnic,1824,12,7,12768,Sunny,None,Sylhet,0
2025-05-06,Shirt,Formal,1649,33,5,8245,Rainy,Eid,Sylhet,24
2025-08-13,Jeans,Denim,2520,12,2,5040,Sunny,None,Dhaka,0
2025-04-02,T-Shirt,Casual,871,11,1,871,Humid,Pohela Boishakh,Chattogram,0
2025-07-26,Saree,Traditional,3361,11,8,26888,Cold,None,Chattogram,0
2025-09-08,Panjabi,Ethnic,1775,52,8,14200,Sunny,None,Sylhet,48
2025-01-02,T-Shirt,Casual,699,38,6,4194,Cold,None,Sylhet,33
2025-05-04,Shirt,Formal,1620,28,5,8100,Sunny,None,Dhaka,0
2025-04-14,Saree,Traditional,3250,43,11,35750,Cold,Eid,Sylhet,43
2024-12-31,Saree,Traditional,3360,43,0,0,Rainy,None,Chattogram,0
2025-09-27,Saree,Traditional,3266,38,5,16330,Sunny,None,Sylhet,0
2025-05-14,Hoodie,Winter,2204,39,3,6612,Sunny,Eid,Dhaka,0
2025-01-23,Panjabi,Ethnic,1818,43,9,16362,Rainy,None,Dhaka,0
2025-07-16,Panjabi,Ethnic,1730,36,7,12110,Rainy,None,Sylhet,0
2025-04-21,Saree,Traditional,3449,31,7,24143,Humid,Pohela Boishakh,Dhaka,0
2025-11-13,Shirt,Formal,1611,28,0,0,Rainy,None,Chattogram,0
2025-01-05,Jeans,Denim,2365,12,0,0,Cold,None,Chattogram,0
2025-08-12,Shirt,Formal,1459,24,4,5836,Sunny,None,Dhaka,0
2025-09-20,Jeans,Denim,2391,12,0,0,Rainy,None,Sylhet,0
2025-11-08,Saree,Traditional,3426,23,8,27408,Rainy,None,Sylhet,0
2025-11-10,Hoodie,Winter,2429,34,5,12145,Cold,None,Dhaka,0
2025-03-02,Panjabi,Ethnic,1767,29,7,12369,Cold,None,Dhaka,0
2025-02-18,Shirt,Formal,1310,21,3,3930,Cold,None,Sylhet,0
2025-11-25,Shirt,Formal,1294,15,6,7764,Cold,None,Chattogram,0
2025-07-18,Saree,Traditional,3236,13,10,32360,Sunny,None,Dhaka,0
2025-10-24,Jeans,Denim,2507,12,0,0,Cold,None,Sylhet,0
2025-11-03,Shirt,Formal,1390,10,5,6950,Sunny,None,Chattogram,0
2025-10-08,Saree,Traditional,3218,40,4,12872,Humid,None,Dhaka,31
2025-05-07,T-Shirt,Casual,823,33,5,4115,Sunny,Eid,Sylhet,0
2025-07-22,Shirt,Formal,1337,49,4,5348,Rainy,None,Sylhet,43
2025-02-21,Saree,Traditional,3102,40,0,0,Cold,None,Dhaka,0
